Category,Functional_Group,Subclassification,Code,Additive,Reference(s)_of_Community_legal_act,Reference_in_OJ,Date_of_authorisation,Expiry_date_of_authorisation(s),Date_of_first_entry_in_the_Register
2,b,"Natural or corresponding synthetic chemically defined flavourings",,"CAS No. 97-62-1 / Ethyl isobutyrate / Flavis No. 09.413","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01)","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,b,Flavouring compounds,2b13019,"Furfuryl alcohol / CAS No. 98-00-0 / Flavis No. 13.019","Commission Implementing Regulation (EU) 2018/250 of 15 February 2018","OJ L 53, 23.02.2018, p. 166",15.03.2018,15.03.2028,23.02.18
2,b,Flavouring compounds,2b13018,"Furfural / CAS No. 98-01-1 / Flavis No. 13.018","Commission Implementing Regulation (EU) 2018/250 of 15 February 2018","OJ L 53, 23.02.2018, p. 166",15.03.2018,15.03.2028,23.02.18
2,b,"Natural or corresponding synthetic chemically defined flavourings",2b13026,"2-Furanmethanethiol / CAS No. 98-02-2 / Flavis No. 13.026","Commission Implementing Regulation (EU) 2018/250 of 15 February 2018","OJ L 53, 23.02.2018, p. 166",15.03.2018,15.03.2028,23.02.18
2,b,"Natural or corresponding synthetic chemically defined flavourings",,"CAS No. 98-85-1 / 1-Phenylethan-1-ol / Flavis No. 02.064","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01)","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,b,"Natural or corresponding synthetic chemically defined flavourings",,"CAS No. 98-86-2 / Acetophenone / Flavis No. 07.004","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01)","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,b,"Natural or corresponding synthetic chemically defined flavourings",,"CAS No. 99-83-2 / alpha-Phellandrene / Flavis No. 01.006","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01)","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,b,"Natural or corresponding synthetic chemically defined flavourings",,"CAS No. 99-85-4 / gamma-Terpinene / Flavis No. 01.020","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01)","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,b,"Natural or corresponding synthetic chemically defined flavourings",,"CAS No. 99-86-5 / alpha-Terpinene / Flavis No. 01.019","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01)","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,b,Flavouring compounds,1j514ii,"Sodium bisulphate [Pets and other non- food producing animals other than cats and mink; Cats; Mink]","Commission Implementing Regulation (EU) No 136/2012 of 16 February 2012 / Amended by Commission Implementing Regulation (EU) 2015/1414 of 20 August 2015","OJ L 46, 17.02.2012, p. 33 / Amended by OJ L 220, 21.08.2015, p. 3",08.03.2012,08.03.2022,17.02.12
2,b,Flavouring compounds,1k280,Propionic acid / CAS No. 79-09-4,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b0001,"Smoke flavouring extract-[Dogs and cats]","Commission Implementing Regulation (EU) No 1076/2014 of 13 October 2014","OJ L 296, 14.10.2014, p. 19",03.11.2014,03.11.2024,15.10.14
2,b,Flavouring compounds,2b01002,1-Isopropyl- 4-methylbenzene,"Commission Implementing Regulation (EU) 2017/65 of 14 December 2016","OJ L 13, 17.01.2017, p. 246",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b01003,Pin-2(10)- ene,"Commission Implementing Regulation (EU) 2017/65 of 14 December 2016","OJ L 13, 17.01.2017, p. 246",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b01004,Pin-2(3)- ene,"Commission Implementing Regulation (EU) 2017/65 of 14 December 2016","OJ L 13, 17.01.2017, p. 246",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b01007,beta-caryophyllene,"Commission Implementing Regulation (EU) 2017/65 of 14 December 2016","OJ L 13, 17.01.2017, p. 246",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b01009,Camphene,"Commission Implementing Regulation (EU) 2017/65 of 14 December 2016","OJ L 13, 17.01.2017, p. 246",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b01010,1-Isopropenyl-4- methylbenzene,"Commission Implementing Regulation (EU) 2017/65 of 14 December 2016","OJ L 13, 17.01.2017, p. 246",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b01029,delta-3- Carene,"Commission Implementing Regulation (EU) 2017/65 of 14 December 2016","OJ L 13, 17.01.2017, p. 246",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b01045,d-Limonene,"Commission Implementing Regulation (EU) 2017/65 of 14 December 2016","OJ L 13, 17.01.2017, p. 246",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02001,2-Methylpropan-1-ol,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02003,Isopentanol,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02004,Butan-1-ol,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02005,Hexan-1-ol,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02006,Octan-1-ol,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02007,Nonan-1-ol,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02008,Dodecan-1-ol,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02010,Benzyl alcohol,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02014,alpha-Terpineol,"Commission Implementing Regulation (EU) 2017/58 of 14 December 2016","OJ L 13, 17.01.2017, p. 159",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02018,Nerolidol,"Commission Implementing Regulation (EU) 2017/58 of 14 December 2016","OJ L 13, 17.01.2017, p. 159",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02021,Heptan-1-ol,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02022,Octan-2-ol,"Commission Implementing Regulation (EU) 2017/55 of 14 December 2016","OJ L 13, 17.01.2017, p. 112",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02024,Decan-1-ol,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02026,"3,7-Dimethyloctan-1-ol","Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02039,4-Isopropylbenzyl alcohol,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02040,Pentan-1-ol,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02042,2-(4-Methylphenyl)propan-2-ol,"Commission Implementing Regulation (EU) 2017/58 of 14 December 2016","OJ L 13, 17.01.2017, p. 159",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02078,Ethanol,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02079,Isopropanol,"Commission Implementing Regulation (EU) 2017/55 of 14 December 2016","OJ L 13, 17.01.2017, p. 112",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02082,2-Ethylhexan-1-ol,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02088,Pentan-2-ol,"Commission Implementing Regulation (EU) 2017/55 of 14 December 2016","OJ L 13, 17.01.2017, p. 112",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02098,Octan-3-ol,"Commission Implementing Regulation (EU) 2017/55 of 14 December 2016","OJ L 13, 17.01.2017, p. 112",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b02230,Terpineol,"Commission Implementing Regulation (EU) 2017/58 of 14 December 2016","OJ L 13, 17.01.2017, p. 159",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b03001,"1,8-Cineole","Commission Implementing Regulation (EU) 2017/57 of 14 December 2016","OJ L 13, 17.01.2017, p. 153",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b04004,Isoeugenol,"Commission Implementing Regulation (EU) 2017/60 of 14 December 2016","OJ L 13, 17.01.2017, p. 177",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b04051,"4-Allyl-2,6-dimethoxyphenol [All animal species except fish and poultry]","Commission Implementing Regulation (EU) 2017/61 of 14 December 2016","OJ L 13, 17.01.2017, p. 181",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05001,Acetaldehyde,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05002,Propanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05003,Butanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05004,2-Methylpropanal,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05005,Pentanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05006,3-Methylbutanal,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05008,Hexanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05009,Octanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05010,Decanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05011,Dodecanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05013,Benzaldehyde,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05017,"Veratraldehyde [All animal species except poultry and fish]","Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05022,4-Isopropylbenzaldehyde,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05025,Nonanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05029,p-Tolualdehyde,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05031,Heptanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05034,Undecanal,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05049,2-Methylbutyraldehyde,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05055,Salicylaldehyde,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b05129,2-Methoxybenzaldehyde,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b06001,"1,1-Diethoxyethane","Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b06006,"1,1-Dimethoxy-2-phenylethane","Commission Implementing Regulation (EU) 2017/59 of 14 December 2016","OJ L 13, 17.01.2017, p. 167",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b07002,Heptan-2-one,"Commission Implementing Regulation (EU) 2017/55 of 14 December 2016","OJ L 13, 17.01.2017, p. 112",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b07054,Pentan-2-one,"Commission Implementing Regulation (EU) 2017/55 of 14 December 2016","OJ L 13, 17.01.2017, p. 112",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b07099,"6-Methyl- hepta- 3,5-dien- 2-one","Commission Implementing Regulation (EU) 2017/55 of 14 December 2016","OJ L 13, 17.01.2017, p. 112",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b07113,Nonan- 3- one,"Commission Implementing Regulation (EU) 2017/55 of 14 December 2016","OJ L 13, 17.01.2017, p. 112",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b07150,Decan- 2 -one,"Commission Implementing Regulation (EU) 2017/55 of 14 December 2016","OJ L 13, 17.01.2017, p. 112",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08001,Formic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08002,Acetic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08004,Lactic acid,"Commission Implementing Regulation (EU) 2017/56 of 14 December 2016","OJ L 13, 17.01.2017, p. 129",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08007,Valeric acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08008,3-Methylbutyric acid,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08009,Hexanoic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08010,Octanoic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08011,Decanoic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08012,Dodecanoic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08013,Oleic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08014,Hexadecanoic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08016,Tetradecanoic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08021,Benzoic acid,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p.214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08023,4-Oxovaleric acid,"Commission Implementing Regulation (EU) 2017/56 of 14 December 2016","OJ L 13, 17.01.2017, p. 129",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08024,Succinic acid,"Commission Implementing Regulation (EU) 2017/56 of 14 December 2016","OJ L 13, 17.01.2017, p. 129",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08025,Fumaric acid,"Commission Implementing Regulation (EU) 2017/56 of 14 December 2016","OJ L 13, 17.01.2017, p. 129",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08028,Heptanoic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08029,Nonanoic acid,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08031,2-Methylvaleric acid,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08045,2-Ethylbutyric acid,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08046,2-Methylbutyric acid,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08047,2-Methylheptanoic acid,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08062,4-Methylnonanoic acid,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08063,4-Methyloctanoic acid,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b08080,"Gallic acid [All animal species except fish]","Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09001,Ethyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09002,Propyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09004,Butyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09005,Isobutyl acetate,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09006,Hexyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09007,Octyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09008,Nonyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09009,Decyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09010,Dodecyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09013,Linalyl acetate,"Commission Implementing Regulation (EU) 2017/58 of 14 December 2016","OJ L 13, 17.01.2017, p. 159",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09014,Benzyl acetate,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09020,Eugenyl acetate,"Commission Implementing Regulation (EU) 2017/61 of 14 December 2016","OJ L 13, 17.01.2017, p. 181",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09022,Heptyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09023,Methyl acetate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09038,Methyl butyrate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09042,Butyl butyrate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09043,Isobutyl butyrate,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09044,Pentyl butyrate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09045,Hexyl butyrate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09046,Octyl butyrate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09051,Benzyl butyrate,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09059,Ethyl decanoate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09060,Ethyl hexanoate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09061,Propyl hexanoate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09065,Pentyl hexanoate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09066,Hexyl hexanoate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09069,Methyl hexanoate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09070,3-Methylbutyl hexanoate,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09072,Ethyl formate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09077,Benzyl formate,"Commission Implementing Regulation (EU) 2017/63 of 14 December 2016","OJ L 13, 17.01.2017, p. 214",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09083,Phenethyl formate,"Commission Implementing Regulation (EU) 2017/59 of 14 December 2016","OJ L 13, 17.01.2017, p. 167",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09099,Ethyl dodecanoate,"Commission Implementing Regulation (EU) 2017/53 of 14 December 2016","OJ L 13, 17.01.2017, p. 1",06.02.2017,06.02.2027,23.01.17
2,b,Flavouring compounds,2b09103,3-Methylbutyl dodecanoate,"Commission Implementing Regulation (EU) 2017/54 of 14 December 2016","OJ L 13, 17.01.2017, p. 80",06.02.2017,06.02.2027,23.01.17
